Crash Severity Description,Reportnumber,CollisionImpact Description,Crash County Description,Large Vehicle Involved,Motorcycle Crash,Non-Motorist Crash,Person ID Contribs,PersonID NM,PersonID NMSafetyEquip,PersonID Occ,RoadName,Unrestrained Occupants,VehicleID Damage,VehicleID Sequence,VehicleID,Work Zone Crash,CrashPoint,Latitude (generated),Longitude (generated)
,MSP77650068,,,,,,,,,,,,,,,Unknown,Point,38.663948579,-76.874519342
,MSP77650066,,,,,,,,,,,,,,,Unknown,Point,38.897642304,-76.832721373
,MSP77650064,,,,,,,,,,,,,,,Unknown,Point,38.890874236,-76.824692555
,MSP77650063,,,,,,,,,,,,,,,Unknown,Point,38.935937356,-76.717949339
,MSP77650060,,,,,,,,,,,,,,,Unknown,Point,38.818106975,-76.935008292
,MSP77640096,,,,,,,,,,,,,,,Unknown,Point,38.944837028,-76.867563975
,MSP77640095,,,,,,,,,,,,,,,Unknown,Point,39.016638963,-76.927512908
,MSP77640092,,,,,,,,,,,,,,,Unknown,Point,39.022363080,-76.939239561
,MSP77640090,,,,,,,,,,,,,,,Unknown,Point,38.971859626,-76.869663153
,MSP77640089,,,,,,,,,,,,,,,Unknown,Point,38.993389839,-76.888281725
,MSP77640085,,,,,,,,,,,,,,,Unknown,Point,39.018520611,-76.919426674
,MSP77640084,,,,,,,,,,,,,,,Unknown,Point,39.049047772,-76.931611306
,MSP77640083,,,,,,,,,,,,,,,Unknown,Point,38.995804372,-76.889481342
,MSP77640082,,,,,,,,,,,,,,,Unknown,Point,38.931331488,-76.895612056
,MSP77640081,,,,,,,,,,,,,,,Unknown,Point,38.990049841,-76.885394951
,MSP77640079,,,,,,,,,,,,,,,Unknown,Point,39.087574007,-76.860237971
,MSP77640078,,,,,,,,,,,,,,,Unknown,Point,39.018612584,-76.962261464
,MSP77640077,,,,,,,,,,,,,,,Unknown,Point,39.003532646,-76.893636363
,MSP77640075,,,,,,,,,,,,,,,Unknown,Point,38.946361387,-76.850509806
,MSP77640074,,,,,,,,,,,,,,,Unknown,Point,38.819951991,-76.926394963
,MSP77640073,,,,,,,,,,,,,,,Unknown,Point,38.952521174,-76.861929150
,MSP77640070,,,,,,,,,,,,,,,Unknown,Point,39.065159837,-76.912511107
,MSP77010059,,,,,,,,,,,,,,,Unknown,Point,38.727644290,-76.881248585
,MSP77010057,,,,,,,,,,,,,,,Unknown,Point,38.816151699,-76.833997543
,MSP77010056,,,,,,,,,,,,,,,Unknown,Point,38.887341697,-76.845178329
,MSP76640099,,,,,,,,,,,,,,,Unknown,Point,38.935336694,-76.717902651
,MSP76640097,,,,,,,,,,,,,,,Unknown,Point,38.819130934,-76.920645125
,MSP76640096,,,,,,,,,,,,,,,Unknown,Point,38.762035984,-76.881690046
,MSP76640093,,,,,,,,,,,,,,,Unknown,Point,38.670687147,-76.876071372
,MSP76640092,,,,,,,,,,,,,,,Unknown,Point,38.884433652,-76.814450277
,MSP76640091,,,,,,,,,,,,,,,Unknown,Point,38.700001343,-76.874835977
,MSP76640090,,,,,,,,,,,,,,,Unknown,Point,38.696460149,-76.870906593
,MSP76570089,,,,,,,,,,,,,,,Unknown,Point,38.819034146,-76.929945482
,MSP76570088,,,,,,,,,,,,,,,Unknown,Point,38.806181502,-76.991091899
,MSP76570087,,,,,,,,,,,,,,,Unknown,Point,38.827238378,-76.880202501
,MSP76570085,,,,,,,,,,,,,,,Unknown,Point,38.756712552,-76.810376137
,MSP76570084,,,,,,,,,,,,,,,Unknown,Point,38.934001890,-76.855280361
,MSP76570083,,,,,,,,,,,,,,,Unknown,Point,38.890184404,-76.845579197
,MSP76570082,,,,,,,,,,,,,,,Unknown,Point,38.899304471,-76.795571144
,MSP76570081,,,,,,,,,,,,,,,Unknown,Point,38.896878601,-76.721692338
,MSP76570080,,,,,,,,,,,,,,,Unknown,Point,38.926998189,-76.853921298
,MSP76570078,,,,,,,,,,,,,,,Unknown,Point,38.894836655,-76.848598354
,MSP76570076,,,,,,,,,,,,,,,Unknown,Point,38.918348351,-76.851678339
,MSP76570075,,,,,,,,,,,,,,,Unknown,Point,38.893198319,-76.847440000
,MSP76570074,,,,,,,,,,,,,,,Unknown,Point,38.806038392,-76.993346195
,MSP76570072,,,,,,,,,,,,,,,Unknown,Point,38.804645075,-76.747702923
,MSP76570071,,,,,,,,,,,,,,,Unknown,Point,38.698918384,-76.868668632
,MSP75520095,,,,,,,,,,,,,,,Unknown,Point,39.032844221,-76.944828308
,MSP75520094,,,,,,,,,,,,,,,Unknown,Point,38.985277885,-76.879628901
,MSP75520092,,,,,,,,,,,,,,,Unknown,Point,38.946481763,-76.847568055
,MSP75140076,,,,,,,,,,,,,,,Unknown,Point,39.032673988,-76.944571404
,MSP75140074,,,,,,,,,,,,,,,Unknown,Point,39.040157669,-76.904739681
,MSP75140073,,,,,,,,,,,,,,,Unknown,Point,38.988262240,-76.882785500
,MSP75140072,,,,,,,,,,,,,,,Unknown,Point,39.021630583,-76.936817836
,MSP75140071,,,,,,,,,,,,,,,Unknown,Point,38.952429140,-76.745545294
,MSP74160029,,,,,,,,,,,,,,,Unknown,Point,38.944921504,-76.858842521
,MSP74160028,,,,,,,,,,,,,,,Unknown,Point,38.946901221,-76.818685508
,MSP74160025,,,,,,,,,,,,,,,Unknown,Point,39.021740598,-76.942150227
,MSP74160023,,,,,,,,,,,,,,,Unknown,Point,38.987883801,-76.882847912
,MSP74160022,,,,,,,,,,,,,,,Unknown,Point,39.029400243,-76.947788587
,MSP74160021,,,,,,,,,,,,,,,Unknown,Point,38.981922467,-76.876762057
,MSP74160020,,,,,,,,,,,,,,,Unknown,Point,39.101050900,-76.906986906
,MSP74160017,,,,,,,,,,,,,,,Unknown,Point,38.988089629,-76.706640437
,MSP74160016,,,,,,,,,,,,,,,Unknown,Point,38.955447382,-76.702239910
,MSP74160014,,,,,,,,,,,,,,,Unknown,Point,39.048571265,-76.931808113
,MSP74160012,,,,,,,,,,,,,,,Unknown,Point,38.931321310,-76.895697752
,MSP74160011,,,,,,,,,,,,,,,Unknown,Point,38.990122981,-76.884489112
,MSP69310159,,,,,,,,,,,,,,,Unknown,Point,38.728516667,-76.881239991
,MSP69310158,,,,,,,,,,,,,,,Unknown,Point,38.814058007,-76.739442799
,MSP69310157,,,,,,,,,,,,,,,Unknown,Point,38.769890729,-76.885764917
,MSP69310156,,,,,,,,,,,,,,,Unknown,Point,38.769890729,-76.885764917
,MSP69310155,,,,,,,,,,,,,,,Unknown,Point,38.931507146,-76.717525005
,MSP69310154,,,,,,,,,,,,,,,Unknown,Point,38.813409560,-76.796779965
,MSP69310153,,,,,,,,,,,,,,,Unknown,Point,38.858656688,-76.850773963
,MSP69310152,,,,,,,,,,,,,,,Unknown,Point,38.895999519,-76.835898695
,MSP69310151,,,,,,,,,,,,,,,Unknown,Point,38.799658819,-77.020211298
,MSP69310150,,,,,,,,,,,,,,,Unknown,Point,38.818810154,-76.930085301
,MSP69310148,,,,,,,,,,,,,,,Unknown,Point,38.819295011,-76.929496647
,MSP69310147,,,,,,,,,,,,,,,Unknown,Point,38.899976078,-76.793799511
,MSP69310144,,,,,,,,,,,,,,,Unknown,Point,38.898928348,-76.828081678
,MSP69310143,,,,,,,,,,,,,,,Unknown,Point,38.935420013,-76.854936664
,MSP69310142,,,,,,,,,,,,,,,Unknown,Point,38.820845030,-76.848886647
,MSP69310140,,,,,,,,,,,,,,,Unknown,Point,38.945965638,-76.717725348
,MSP69310139,,,,,,,,,,,,,,,Unknown,Point,38.800448304,-76.999891674
,MSP69310138,,,,,,,,,,,,,,,Unknown,Point,38.800885010,-77.003596640
,MSP69310137,,,,,,,,,,,,,,,Unknown,Point,38.803065008,-76.904671661
,MSP69310136,,,,,,,,,,,,,,,Unknown,Point,38.818585005,-76.931350013
,MSP69310135,,,,,,,,,,,,,,,Unknown,Point,38.890983336,-76.825195026
,MSP69310134,,,,,,,,,,,,,,,Unknown,Point,38.899186167,-76.799669481
,MSP69310133,,,,,,,,,,,,,,,Unknown,Point,38.925755236,-76.717186123
,MSP69310132,,,,,,,,,,,,,,,Unknown,Point,38.714781651,-76.849508337
,MSP69310131,,,,,,,,,,,,,,,Unknown,Point,38.927413929,-76.853978652
,MSP69310130,,,,,,,,,,,,,,,Unknown,Point,38.705505004,-76.858798332
,MSP68590094,,,,,,,,,,,,,,,Unknown,Point,38.816193145,-76.890901416
,MSP68590093,,,,,,,,,,,,,,,Unknown,Point,38.764050868,-76.882558766
,MSP68590092,,,,,,,,,,,,,,,Unknown,Point,38.809545636,-76.966451836
,MSP68590091,,,,,,,,,,,,,,,Unknown,Point,38.817572565,-76.946418981
,MSP68590089,,,,,,,,,,,,,,,Unknown,Point,38.815145293,-76.914482595
,MSP68590088,,,,,,,,,,,,,,,Unknown,Point,38.891141684,-76.825218309
,MSP68590087,,,,,,,,,,,,,,,Unknown,Point,38.871853333,-76.781528331
,MSP68590086,,,,,,,,,,,,,,,Unknown,Point,38.900343485,-76.791891716
,MSP68270094,,,,,,,,,,,,,,,Unknown,Point,38.882155220,-76.844210260
,MSP65820169,,,,,,,,,,,,,,,Unknown,Point,38.660381665,-76.873798304
,MSP65820168,,,,,,,,,,,,,,,Unknown,Point,38.807299995,-76.981361662
,MSP65820165,,,,,,,,,,,,,,,Unknown,Point,38.931588332,-76.854734980
,MSP65820164,,,,,,,,,,,,,,,Unknown,Point,38.882609785,-76.719901262
,MSP65820163,,,,,,,,,,,,,,,Unknown,Point,38.911764352,-76.849994596
,MSP65820162,,,,,,,,,,,,,,,Unknown,Point,38.819639988,-76.916084970
,MSP65820161,,,,,,,,,,,,,,,Unknown,Point,38.888641638,-76.846130002
,MSP64950100,,,,,,,,,,,,,,,Unknown,Point,38.820432155,-76.893201241
,MSP62000026,,,,,,,,,,,,,,,Unknown,Point,38.873722608,-76.843919407
,MSP62000024,,,,,,,,,,,,,,,Unknown,Point,38.791346096,-77.030764055
,MSP60840086,,,,,,,,,,,,,,,Unknown,Point,39.015975706,-76.927177561
,MSP59750096,,,,,,,,,,,,,,,Unknown,Point,39.018248286,-76.963381907
,MSP51640010,,,,,,,,,,,,,,,Unknown,Point,39.072989227,-76.904575786
,MSP17880042,,,,,,,,,,,,,,,Unknown,Point,38.812844980,-76.749754987
,MSP7875004Z,,,,,,,,,,,,,,,Unknown,Point,38.806783322,-76.987191649
,MSP7875004Y,,,,,,,,,,,,,,,Unknown,Point,38.807083318,-76.983616689
,MSP7875004T,,,,,,,,,,,,,,,Unknown,Point,38.818126905,-76.932599854
,MSP7875004R,,,,,,,,,,,,,,,Unknown,Point,38.891073786,-76.825025220
,MSP7875004Q,,,,,,,,,,,,,,,Unknown,Point,38.797932959,-76.997809196
,MSP7875004N,,,,,,,,,,,,,,,Unknown,Point,38.897183594,-76.848755666
,MSP7875004K,,,,,,,,,,,,,,,Unknown,Point,38.817788328,-76.936953327
,MSP7875004D,,,,,,,,,,,,,,,Unknown,Point,38.800112652,-76.902283214
,MSP7875004C,,,,,,,,,,,,,,,Unknown,Point,38.919069999,-76.852529993
,MSP7875004B,,,,,,,,,,,,,,,Unknown,Point,38.813065010,-76.960196661
,MSP7875003Z,,,,,,,,,,,,,,,Unknown,Point,38.665846683,-76.875338327
,MSP7875003W,,,,,,,,,,,,,,,Unknown,Point,38.797675019,-76.759888347
,MSP7875003V,,,,,,,,,,,,,,,Unknown,Point,38.803271690,-76.998256691
,MSP7875003S,,,,,,,,,,,,,,,Unknown,Point,38.666438325,-76.875726639
,MSP7875003N,,,,,,,,,,,,,,,Unknown,Point,38.799583241,-77.005688016
,MSP7875003M,,,,,,,,,,,,,,,Unknown,Point,38.717880835,-76.878528997
,MSP7875003L,,,,,,,,,,,,,,,Unknown,Point,38.814735953,-76.826959528
,MSP7875003J,,,,,,,,,,,,,,,Unknown,Point,38.819320976,-76.916834228
,MSP7875003H,,,,,,,,,,,,,,,Unknown,Point,38.828419284,-76.855878341
,MSP7875003G,,,,,,,,,,,,,,,Unknown,Point,38.818383565,-76.933044727
,MSP7875003F,,,,,,,,,,,,,,,Unknown,Point,38.818423610,-76.933048202
,MSP7875003C,,,,,,,,,,,,,,,Unknown,Point,38.793776049,-76.998545289
,MSP7875003B,,,,,,,,,,,,,,,Unknown,Point,38.818164816,-76.941752711
,MSP7875002Y,,,,,,,,,,,,,,,Unknown,Point,38.942873159,-76.856678492
,MSP7875002V,,,,,,,,,,,,,,,Unknown,Point,38.756378363,-76.879285021
,MSP7875002T,,,,,,,,,,,,,,,Unknown,Point,38.901967619,-76.758962517
,MSP7875002S,,,,,,,,,,,,,,,Unknown,Point,38.792299231,-77.029996329
,MSP7875002R,,,,,,,,,,,,,,,Unknown,Point,39.018528900,-76.918948461
,MSP7875002Q,,,,,,,,,,,,,,,Unknown,Point,38.793403706,-77.024826004
,MSP7875002N,,,,,,,,,,,,,,,Unknown,Point,38.812635008,-76.794190018
,MSP7875002L,,,,,,,,,,,,,,,Unknown,Point,38.898623355,-76.828508328
,MSP7875002H,,,,,,,,,,,,,,,Unknown,Point,38.839626643,-76.728213315
,MSP7875002G,,,,,,,,,,,,,,,Unknown,Point,38.917364070,-76.851520905
,MSP7875002C,,,,,,,,,,,,,,,Unknown,Point,38.674733311,-76.876053331
,MSP7875002B,,,,,,,,,,,,,,,Unknown,Point,38.868973020,-76.721826977
,MSP7875001Y,,,,,,,,,,,,,,,Unknown,Point,38.991385072,-76.886801737
,MSP7875001V,,,,,,,,,,,,,,,Unknown,Point,38.928213349,-76.716481664
,MSP7875001T,,,,,,,,,,,,,,,Unknown,Point,38.923663311,-76.717338316
,MSP7875001S,,,,,,,,,,,,,,,Unknown,Point,38.767978363,-76.884633320
,MSP7875001R,,,,,,,,,,,,,,,Unknown,Point,38.808377774,-76.971180883
,MSP7875001N,,,,,,,,,,,,,,,Unknown,Point,38.674361639,-76.875931675
,MSP7875001M,,,,,,,,,,,,,,,Unknown,Point,38.819478958,-76.927182437
,MSP7875001L,,,,,,,,,,,,,,,Unknown,Point,38.729647350,-76.881360185
,MSP7875001K,,,,,,,,,,,,,,,Unknown,Point,38.806540071,-76.990225251
,MSP7875001J,,,,,,,,,,,,,,,Unknown,Point,38.896740244,-76.718443826
,MSP7875001G,,,,,,,,,,,,,,,Unknown,Point,38.819514431,-76.926211565
,MSP7875001F,,,,,,,,,,,,,,,Unknown,Point,38.785985789,-76.791607201
,MSP7872004X,,,,,,,,,,,,,,,Unknown,Point,38.977596725,-76.713468358
,MSP7872004W,,,,,,,,,,,,,,,Unknown,Point,38.808511376,-76.970310274
,MSP7872004L,,,,,,,,,,,,,,,Unknown,Point,38.817725854,-76.937311226
,MSP7872004K,,,,,,,,,,,,,,,Unknown,Point,38.817885117,-76.942757655
,MSP7872004J,,,,,,,,,,,,,,,Unknown,Point,38.728668310,-76.881703333
,MSP7872004H,,,,,,,,,,,,,,,Unknown,Point,38.712367544,-76.877805216
,MSP7872004D,,,,,,,,,,,,,,,Unknown,Point,38.908933835,-76.718015348
,MSP7872004C,,,,,,,,,,,,,,,Unknown,Point,38.932800992,-76.717065138
,MSP7872004B,,,,,,,,,,,,,,,Unknown,Point,38.930786839,-76.854744976
,MSP7872003Y,,,,,,,,,,,,,,,Unknown,Point,38.848803211,-76.861260833
,MSP7872003X,,,,,,,,,,,,,,,Unknown,Point,38.818701298,-76.931587474
,MSP7872003W,,,,,,,,,,,,,,,Unknown,Point,38.946534972,-76.858771636
,MSP7872003V,,,,,,,,,,,,,,,Unknown,Point,38.945785044,-76.718118780
,MSP7872003T,,,,,,,,,,,,,,,Unknown,Point,38.808054983,-76.975626696
,MSP7872003S,,,,,,,,,,,,,,,Unknown,Point,38.923887790,-76.853455823
,MSP7872003K,,,,,,,,,,,,,,,Unknown,Point,38.871848031,-76.781589281
,MSP7872003J,,,,,,,,,,,,,,,Unknown,Point,38.801460134,-77.002779179
,MSP7872003H,,,,,,,,,,,,,,,Unknown,Point,38.923635030,-76.717350749
,MSP7872003G,,,,,,,,,,,,,,,Unknown,Point,38.717185274,-76.848399596
,MSP7872003F,,,,,,,,,,,,,,,Unknown,Point,38.702951809,-76.876512224
,MSP7872003D,,,,,,,,,,,,,,,Unknown,Point,38.810967843,-76.767842196
,MSP7872003B,,,,,,,,,,,,,,,Unknown,Point,38.921356903,-76.852635985
,MSP7872002Z,,,,,,,,,,,,,,,Unknown,Point,38.896890425,-76.721678015
,MSP7872002X,,,,,,,,,,,,,,,Unknown,Point,38.751378332,-76.813021670
,MSP7872002W,,,,,,,,,,,,,,,Unknown,Point,38.691731162,-76.872045322
,MSP7872002T,,,,,,,,,,,,,,,Unknown,Point,38.835827753,-76.869931028
,MSP7872002S,,,,,,,,,,,,,,,Unknown,Point,38.768858115,-76.885853234
,MSP7872002Q,,,,,,,,,,,,,,,Unknown,Point,38.806378249,-76.991627589
,MSP7872002P,,,,,,,,,,,,,,,Unknown,Point,38.815815499,-76.915191261
,MSP7872002N,,,,,,,,,,,,,,,Unknown,Point,38.789908347,-76.897393502
,MSP7872002M,,,,,,,,,,,,,,,Unknown,Point,38.798491688,-76.901361346
,MSP7872002L,,,,,,,,,,,,,,,Unknown,Point,38.739434087,-76.820520163
,MSP7872002K,,,,,,,,,,,,,,,Unknown,Point,38.739709764,-76.879329088
,MSP7872002J,,,,,,,,,,,,,,,Unknown,Point,38.792408332,-77.036475007
,MSP7872002H,,,,,,,,,,,,,,,Unknown,Point,38.817803626,-76.946558007
,MSP7872002G,,,,,,,,,,,,,,,Unknown,Point,38.841460384,-76.866203937
,MSP7872002F,,,,,,,,,,,,,,,Unknown,Point,38.921693896,-76.852923730
,MSP7872002D,,,,,,,,,,,,,,,Unknown,Point,38.815142002,-76.913998348
,MSP7872002C,,,,,,,,,,,,,,,Unknown,Point,38.865542999,-76.845809222
,MSP7872001Y,,,,,,,,,,,,,,,Unknown,Point,38.873046429,-76.843487942
,MSP7872001X,,,,,,,,,,,,,,,Unknown,Point,38.899011179,-76.823683284
,MSP7872001V,,,,,,,,,,,,,,,Unknown,Point,38.797297617,-76.762486096
,MSP7872001T,,,,,,,,,,,,,,,Unknown,Point,38.821560827,-76.921715102
,MSP7872001S,,,,,,,,,,,,,,,Unknown,Point,38.817908643,-76.946605487
,MSP7872001Q,,,,,,,,,,,,,,,Unknown,Point,38.901516650,-76.717547008
,MSP7872001N,,,,,,,,,,,,,,,Unknown,Point,38.727919174,-76.881638665
,MSP7872001M,,,,,,,,,,,,,,,Unknown,Point,38.735573150,-76.825684150
,MSP7872001K,,,,,,,,,,,,,,,Unknown,Point,38.946479264,-76.812923968
,MSP7872001J,,,,,,,,,,,,,,,Unknown,Point,38.792123330,-76.772371694
,MSP7872001H,,,,,,,,,,,,,,,Unknown,Point,38.797475408,-76.761370955
,MSP7872001F,,,,,,,,,,,,,,,Unknown,Point,38.807166454,-76.981847921
,MSP7872001D,,,,,,,,,,,,,,,Unknown,Point,38.739324621,-76.820368032
,MSP7872001B,,,,,,,,,,,,,,,Unknown,Point,38.948291672,-76.717686035
,MSP7871004G,,,,,,,,,,,,,,,Unknown,Point,38.944860128,-76.857201504
,MSP7871004D,,,,,,,,,,,,,,,Unknown,Point,38.952829947,-76.745019844
,MSP7871004C,,,,,,,,,,,,,,,Unknown,Point,39.021267261,-76.945185109
,MSP7871003Z,,,,,,,,,,,,,,,Unknown,Point,38.950665918,-76.750118675
,MSP7871003Y,,,,,,,,,,,,,,,Unknown,Point,39.022991596,-76.948462755
,MSP7871003W,,,,,,,,,,,,,,,Unknown,Point,39.106105725,-76.884662332
,MSP7871003V,,,,,,,,,,,,,,,Unknown,Point,39.018170453,-76.951367204
,MSP7871003S,,,,,,,,,,,,,,,Unknown,Point,38.939245904,-76.855816903
,MSP7871003Q,,,,,,,,,,,,,,,Unknown,Point,39.019000775,-76.959606788
,MSP7871003P,,,,,,,,,,,,,,,Unknown,Point,39.108090440,-76.881528772
,MSP7871003D,,,,,,,,,,,,,,,Unknown,Point,39.028232746,-76.917008058
,MSP7871002Z,,,,,,,,,,,,,,,Unknown,Point,39.024791754,-76.946834233
,MSP7871002X,,,,,,,,,,,,,,,Unknown,Point,39.016384680,-76.927378208
,MSP7871002V,,,,,,,,,,,,,,,Unknown,Point,39.018856019,-76.956333652
,MSP7871002T,,,,,,,,,,,,,,,Unknown,Point,39.018372929,-76.966663881
,MSP7871002S,,,,,,,,,,,,,,,Unknown,Point,38.983459869,-76.878483346
,MSP7871002R,,,,,,,,,,,,,,,Unknown,Point,39.032645646,-76.943806360
,MSP7871002P,,,,,,,,,,,,,,,Unknown,Point,39.021129575,-76.946432450
,MSP7871002N,,,,,,,,,,,,,,,Unknown,Point,39.100917846,-76.906810395
,MSP7871002K,,,,,,,,,,,,,,,Unknown,Point,38.931813115,-76.895686537
,MSP7871002H,,,,,,,,,,,,,,,Unknown,Point,38.918889648,-76.932253597
,MSP7871002F,,,,,,,,,,,,,,,Unknown,Point,38.945196084,-76.773361278
,MSP7871002D,,,,,,,,,,,,,,,Unknown,Point,38.946440926,-76.847930891
,MSP7871002C,,,,,,,,,,,,,,,Unknown,Point,38.966200665,-76.868051209
,MSP7871002B,,,,,,,,,,,,,,,Unknown,Point,38.955523814,-76.699748884
,MSP7871001V,,,,,,,,,,,,,,,Unknown,Point,38.946811319,-76.814231649
,MSP7871001T,,,,,,,,,,,,,,,Unknown,Point,39.088578158,-76.859589158
,MSP7871001S,,,,,,,,,,,,,,,Unknown,Point,39.019712183,-76.932898326
,MSP7871001Q,,,,,,,,,,,,,,,Unknown,Point,39.008718514,-76.900514263
,MSP7871001P,,,,,,,,,,,,,,,Unknown,Point,38.987147099,-76.881659083
,MSP7865002Z,,,,,,,,,,,,,,,Unknown,Point,38.918218345,-76.929221640
,MSP7865002Y,,,,,,,,,,,,,,,Unknown,Point,39.099111655,-76.900635005
,MSP7865002V,,,,,,,,,,,,,,,Unknown,Point,38.986579472,-76.975936932
,MSP7865002P,,,,,,,,,,,,,,,Unknown,Point,39.034854961,-76.907468716
,MSP7865002N,,,,,,,,,,,,,,,Unknown,Point,39.035297518,-76.940868266
,MSP7865002M,,,,,,,,,,,,,,,Unknown,Point,38.946339079,-76.849943885
,MSP7865002L,,,,,,,,,,,,,,,Unknown,Point,38.930340747,-76.897402157
,MSP7865002K,,,,,,,,,,,,,,,Unknown,Point,38.989883265,-76.883830121
,MSP7865002J,,,,,,,,,,,,,,,Unknown,Point,38.989821706,-76.885666300
,MSP7865002H,,,,,,,,,,,,,,,Unknown,Point,38.927330976,-76.899927315
,MSP7865002C,,,,,,,,,,,,,,,Unknown,Point,39.047593932,-76.931617828
,MSP7865001Z,,,,,,,,,,,,,,,Unknown,Point,39.085916290,-76.861306728
,MSP7865001X,,,,,,,,,,,,,,,Unknown,Point,38.992269335,-76.886396420
,MSP7865001V,,,,,,,,,,,,,,,Unknown,Point,39.052555748,-76.929935303
,MSP7865001S,,,,,,,,,,,,,,,Unknown,Point,39.039193197,-76.936936688
,MSP7865001R,,,,,,,,,,,,,,,Unknown,Point,38.994626148,-76.888747626
,MSP7865001Q,,,,,,,,,,,,,,,Unknown,Point,39.021677027,-76.944776988
,MSP7865001N,,,,,,,,,,,,,,,Unknown,Point,39.034281117,-76.908027932
,MSP7865001L,,,,,,,,,,,,,,,Unknown,Point,38.987040071,-76.882130348
,MSP7865001K,,,,,,,,,,,,,,,Unknown,Point,38.917433431,-76.916923825
,MSP7865001G,,,,,,,,,,,,,,,Unknown,Point,39.090878837,-76.892312895
,MSP7865001D,,,,,,,,,,,,,,,Unknown,Point,38.918265338,-76.929763486
,MSP7865001B,,,,,,,,,,,,,,,Unknown,Point,38.944444876,-76.780050355
,MSP7865000V,,,,,,,,,,,,,,,Unknown,Point,38.946649619,-76.977139597
,MSP7843003T,,,,,,,,,,,,,,,Unknown,Point,38.943652953,-76.879470735
,MSP7843003R,,,,,,,,,,,,,,,Unknown,Point,39.062498700,-76.916015365
,MSP7843003Q,,,,,,,,,,,,,,,Unknown,Point,38.984632242,-76.879043781
,MSP7843003N,,,,,,,,,,,,,,,Unknown,Point,38.942702560,-76.880275153
,MSP7843003L,,,,,,,,,,,,,,,Unknown,Point,39.101283363,-76.882009972
,MSP7843003J,,,,,,,,,,,,,,,Unknown,Point,38.946466769,-76.847432137
,MSP7843003H,,,,,,,,,,,,,,,Unknown,Point,38.952608332,-76.745999981
,MSP7843003G,,,,,,,,,,,,,,,Unknown,Point,39.018313320,-76.919736666
,MSP7843003F,,,,,,,,,,,,,,,Unknown,Point,39.004720013,-76.896899990
,MSP7843003B,,,,,,,,,,,,,,,Unknown,Point,38.946143369,-76.848216502
,MSP7843002Z,,,,,,,,,,,,,,,Unknown,Point,39.020074713,-76.926040661
,MSP7843002Y,,,,,,,,,,,,,,,Unknown,Point,39.022610720,-76.953535987
,MSP7843002X,,,,,,,,,,,,,,,Unknown,Point,39.114409977,-76.874858346
,MSP7843002W,,,,,,,,,,,,,,,Unknown,Point,38.950721443,-76.861289114
,MSP7843002T,,,,,,,,,,,,,,,Unknown,Point,39.082373329,-76.863488311
,MSP7843002Q,,,,,,,,,,,,,,,Unknown,Point,39.105665971,-76.885456145
,MSP7843002P,,,,,,,,,,,,,,,Unknown,Point,38.987621290,-76.882119438
,MSP7843002M,,,,,,,,,,,,,,,Unknown,Point,38.988291069,-76.882811708
,MSP7843002L,,,,,,,,,,,,,,,Unknown,Point,39.022896149,-76.942090435
,MSP7843002J,,,,,,,,,,,,,,,Unknown,Point,39.018218360,-76.927933584
,MSP7843002H,,,,,,,,,,,,,,,Unknown,Point,38.950339470,-76.861055980
,MSP7843002G,,,,,,,,,,,,,,,Unknown,Point,39.018538469,-76.916514667
,MSP7843002F,,,,,,,,,,,,,,,Unknown,Point,38.988599171,-76.883160708
,MSP7843002D,,,,,,,,,,,,,,,Unknown,Point,38.991370384,-76.885743036
,MSP7843002C,,,,,,,,,,,,,,,Unknown,Point,39.073875135,-76.905089777
,MSP7843002B,,,,,,,,,,,,,,,Unknown,Point,38.947020012,-76.859163362
,MSP7843001Z,,,,,,,,,,,,,,,Unknown,Point,38.996248332,-76.889563320
,MSP7843001Y,,,,,,,,,,,,,,,Unknown,Point,38.986922803,-76.882211839
,MSP7843001X,,,,,,,,,,,,,,,Unknown,Point,39.018465817,-76.964778393
,MSP7843001T,,,,,,,,,,,,,,,Unknown,Point,39.100672706,-76.884786061
,MSP7843001L,,,,,,,,,,,,,,,Unknown,Point,38.947968577,-76.838794124
,MSP7843001K,,,,,,,,,,,,,,,Unknown,Point,39.018561143,-76.915693062
,MSP7843001J,,,,,,,,,,,,,,,Unknown,Point,38.952003343,-76.861866676
,MSP7843001H,,,,,,,,,,,,,,,Unknown,Point,38.932768994,-76.894446876
,MSP7843001F,,,,,,,,,,,,,,,Unknown,Point,39.018439487,-76.922111948
,MSP7843001B,,,,,,,,,,,,,,,Unknown,Point,39.018435281,-76.964416045
,MSP7843000Z,,,,,,,,,,,,,,,Unknown,Point,39.030651667,-76.913406645
,MSP7843000V,,,,,,,,,,,,,,,Unknown,Point,39.104192567,-76.887291531
,MSP7843000R,,,,,,,,,,,,,,,Unknown,Point,38.954408246,-76.715716010
,MSP7843000N,,,,,,,,,,,,,,,Unknown,Point,39.018889907,-76.960500558
,MSP7839006F,,,,,,,,,,,,,,,Unknown,Point,38.919010024,-76.717603326
,MSP7839006D,,,,,,,,,,,,,,,Unknown,Point,38.896680026,-76.833503361
,MSP7839006C,,,,,,,,,,,,,,,Unknown,Point,38.921446682,-76.852938358
,MSP7839006B,,,,,,,,,,,,,,,Unknown,Point,38.897919992,-76.807540012
,MSP7839005Z,,,,,,,,,,,,,,,Unknown,Point,38.917170006,-76.848589394
,MSP7839005Y,,,,,,,,,,,,,,,Unknown,Point,38.694235536,-76.871955360
